enrollment_id,tanggal_daftar,student_id,course_id,instructor_id
E02648,2025-02-06,S447,C049,I006
E02649,03/05/2025,S338,C001,I030
E02650,2025-05-11,S353,C046,I026
E02651,2025-02-21,S120,C048,I013
E02652,2025-06-01,S288,C057,I015
E02653,2025-04-17,S031,C051,I024
E02654,2025-01-24,S077,C029,I032
E02655,18/04/2025,S291,C011,I014
E02655,2025-04-18,S361,C020,I020
E02656,2025-02-06,S005,C043,I009
E02657,May 01 2025,S134,C012,I012
E02658,Jan 07 2025,S106,C032,I002
E02659,Feb 19 2025,S267,C038,I032
E02660,Apr 19 2025,S099,C056,I030
E02661,2025-06-04,S349,C022,I008
E02662,2025-01-25,S331,C001,I007
E02663,31/05/2025,S449,C019,I017
E02664,13/01/2025,S150,C035,I026
E02665,Mar 11 2025,S371,C018,I007
E02666,2025-02-27,S200,C059,I017
E02667,Mar 02 2025,S411,C060,I038
E02668,26/03/2025,S326,C045,I039
E02669,2025-03-21,S241,C004,I027
E02670,2025-06-18,S004,C012,I009
E02671,Apr 12 2025,S351,C005,I026
E02672,Apr 24 2025,S035,C029,I027
E02673,2025-01-23,S015,C015,I037
E02674,Mar 26 2025,S320,C041,I005
E02675,2025-06-25,S471,C003,I004
E02676,23/02/2025,S082,C050,I010
E02677,Feb 08 2025,S110,C049,I018
E02678,2025-06-10,S374,C012,I002
E02679,08/02/2025,S204,C052,I038
E02680,10/02/2025,S460,C026,I023
E02681,12/01/2025,S245,C029,I033
E02682,Apr 27 2025,S472,C045,I015
E02683,08/02/2025,S191,C044,I019
E02684,Jun 10 2025,S463,C036,I036
E02685,16/03/2025,S141,C032,I037
E02686,2025-03-16,S492,C029,I032
E02687,02/06/2025,S396,C025,I032
E02688,14/03/2025,S146,C051,I005
E02689,May 24 2025,S461,C017,I014
E02690,2025-01-31,S025,C056,I036
E02691,02/05/2025,S096,C015,I019
E02692,Jan 16 2025,S127,C002,I026
E02693,Jun 08 2025,S458,C024,I031
E02693,08/06/2025,S405,C014,I021
E02694,20/05/2025,S116,C025,I013
E02695,May 22 2025,S279,C054,I028
E02696,2025-03-08,S340,C018,I009
E02697,May 07 2025,S188,C036,I022
E02698,2025-04-18,S145,C016,I036
E02699,27/04/2025,S408,C060,I002
E02700,05/04/2025,S020,C048,I022
E02701,2025-02-04,S381,C004,I029
E02702,17/06/2025,S387,C029,I010
E02702,17/06/2025,S106,C053,I021
E02703,2025-05-14,S273,C033,I023
E02704,Apr 29 2025,S078,C006,I031
E02705,2025-01-18,S317,C002,I036
E02706,02/01/2025,S019,C046,I002
E02707,May 10 2025,S114,C053,I036
E02708,23/05/2025,S192,C038,I035
E02709,Apr 17 2025,S062,C005,I014
E02710,Mar 31 2025,S087,C045,I027
E02711,2025-04-02,S459,C054,I033
E02712,Jun 10 2025,S023,C031,I006
E02713,2025-06-05,S387,C028,I023
E02714,18/01/2025,S351,C050,I006
E02715,2025-05-15,S430,C027,I004
E02716,Jan 26 2025,S111,C050,I036
E02717,2025-02-01,S009,C022,I029
E02718,Mar 11 2025,S059,C032,I028
E02719,2025-03-16,S347,C048,I010
E02720,Jun 10 2025,S186,C006,I027
E02721,06/03/2025,S161,C048,I010
E02722,2025-05-31,S324,C057,I018
E02723,19/05/2025,S199,C003,I016
E02724,Jun 17 2025,S299,C059,I029
E02725,29/05/2025,S008,C023,I013
E02726,27/01/2025,S092,C044,I040
E02727,Feb 02 2025,S127,C001,I019
E02728,24/04/2025,S218,C059,I012
E02729,2025-06-04,S382,C019,I011
E02730,2025-05-22,S332,C059,I038
E02731,2025-04-10,S355,C025,I015
E02732,10/01/2025,S042,C036,I006
E02733,2025-02-28,S484,C024,I038
E02734,15/01/2025,S112,C043,I026
E02735,Feb 04 2025,S032,C046,I022
E02736,24/02/2025,S113,C024,I023
E02737,01/04/2025,S386,C023,I021
E02738,25/06/2025,S316,C058,I009
E02739,2025-03-06,S251,C025,I031
E02740,23/03/2025,S103,C052,I020
E02741,10/06/2025,S327,C043,I010
E02742,2025-05-01,S041,C033,I018
E02743,2025-04-04,S011,C007,I014
E02744,2025-02-09,S101,C016,I026
E02745,18/06/2025,S010,C024,I036
E02746,Jan 19 2025,S252,C055,I025
E02747,2025-02-20,S025,C022,I014
E02748,15/02/2025,S240,C031,I010
E02749,17/05/2025,S273,C032,I026
E02750,2025-06-30,S214,C022,I010
E02751,03/04/2025,S211,C049,I021
E02752,2025-06-02,S498,C006,I011
E02753,2025-02-12,S460,C031,I018
E02754,2025-03-29,S248,C021,I023
E02755,05/03/2025,S066,C014,I023
E02756,2025-02-14,S486,C010,I024
E02757,2025-05-15,S178,C015,I008
E02758,2025-02-14,S301,C046,I040
E02759,2025-01-06,S300,C009,I010
E02760,19/02/2025,S313,C018,I006
E02761,09/04/2025,S483,C050,I003
E02762,05/03/2025,S389,C059,I002
E02763,27/03/2025,S056,C044,I018
E02764,2025-04-06,S169,C056,I005
E02765,2025-02-17,S195,C008,I015
E02766,Mar 20 2025,S500,C009,I005
E02767,2025-03-21,S384,C019,I031
E02768,Feb 02 2025,S199,C014,I009
E02769,Jan 23 2025,S234,C035,I019
E02770,Feb 25 2025,S292,C057,I020
E02771,2025-05-01,S229,C020,I001
E02772,2025-05-22,S376,C026,I010
E02773,Mar 02 2025,S443,C059,I034
E02774,08/05/2025,S020,C010,I029
E02775,May 01 2025,S497,C002,I033
E02776,2025-04-27,S381,C009,I025
E02777,05/02/2025,S032,C052,I038
E02778,2025-01-24,S426,C051,I027
E02779,Apr 10 2025,S221,C059,I017
E02780,2025-06-20,S041,C042,I029
E02781,2025-04-12,S212,C055,I031
E02782,Apr 03 2025,S393,C044,I023
E02783,2025-04-30,S289,C039,I013
E02784,2025-03-09,S056,C034,I002
E02785,11/01/2025,S406,C059,I030
E02786,31/05/2025,S035,C028,I001
E02787,Apr 06 2025,S030,C057,I023
E02788,2025-02-19,S291,C033,I026
E02789,2025-01-29,S041,C018,I027
E02790,Jan 29 2025,S222,C035,I038
E02791,Feb 03 2025,S262,C045,I017
E02792,Jan 28 2025,S493,C017,I021
E02793,2025-04-29,S390,C019,I010
E02794,22/01/2025,S124,C048,I039
E02795,13/04/2025,S228,C049,I032
E02796,May 15 2025,S154,C049,I040
E02797,Jan 27 2025,S010,C040,I024
E02798,16/04/2025,S142,C050,I030
E02799,2025-01-02,S409,C038,I029
E02800,2025-02-20,S449,C055,I029
E02801,Feb 12 2025,S055,C048,I009
E02802,2025-06-01,S351,C033,I033
E02803,Feb 08 2025,S463,C033,I020
E02804,2025-05-20,S399,C019,I005
E02805,04/03/2025,S019,C007,I032
E02806,2025-06-13,S387,C025,I020
E02807,2025-04-07,S032,C007,I011
E02807,07/04/2025,S272,C006,I028
E02808,2025-02-25,S338,C027,I038
E02809,01/04/2025,S257,C020,I024
E02810,2025-06-10,S212,C050,I016
E02811,11/06/2025,S430,C044,I012
E02812,Jan 31 2025,S357,C002,I035
E02813,2025-04-16,S203,C031,I004
E02814,2025-04-04,S485,C056,I020
E02815,11/02/2025,S190,C019,I035
E02816,2025-02-23,S471,C044,I022
E02817,14/01/2025,S404,C059,I033
E02818,14/01/2025,S329,C030,I036
E02819,Apr 06 2025,S326,C053,I013
E02820,May 22 2025,S004,C056,I018
E02821,2025-01-02,S296,C015,I001
E02822,31/05/2025,S301,C017,I022
E02823,17/06/2025,S329,C006,I017
E02824,24/04/2025,S277,C024,I020
E02825,Jun 21 2025,S054,C029,I033
E02826,2025-06-10,S137,C050,I039
E02827,06/01/2025,S332,C057,I009
E02828,02/05/2025,S496,C054,I005
E02829,2025-06-22,S085,C011,I029
E02830,24/02/2025,S089,C022,I035
E02830,24/02/2025,S026,C044,I038
E02831,Feb 05 2025,S143,C059,I015
E02832,08/01/2025,S339,C015,I035
E02833,2025-04-23,S220,C014,I011
E02834,Mar 31 2025,S155,C030,I015
E02835,18/01/2025,S154,C023,I037
E02836,2025-06-04,S204,C044,I016
E02837,20/03/2025,S136,C013,I015
E02838,16/06/2025,S106,C060,I015
E02839,03/02/2025,S310,C032,I019
E02840,Apr 26 2025,S346,C038,I016
E02841,Feb 05 2025,S376,C030,I005
E02842,2025-06-30,S171,C026,I032
E02843,18/06/2025,S266,C059,I003
E02844,Mar 21 2025,S146,C054,I014
E02845,23/01/2025,S066,C022,I014
E02846,2025-01-24,S406,C038,I033
E02847,2025-05-15,S033,C031,I024
E02848,24/01/2025,S299,C023,I034
E02849,Mar 30 2025,S335,C036,I025
E02850,Feb 01 2025,S354,C053,I039
E02851,Jan 02 2025,S441,C058,I012
E02852,2025-03-29,S396,C033,I034
E02853,06/05/2025,S022,C028,I033
E02854,Feb 03 2025,S175,C049,I010
E02855,2025-05-12,S145,C008,I029
E02856,24/05/2025,S015,C014,I025
E02857,Feb 07 2025,S345,C009,I007
E02858,16/01/2025,S215,C009,I039
E02859,2025-06-28,S245,C027,I032
E02860,Apr 17 2025,S286,C024,I024
E02861,2025-04-17,S146,C044,I018
E02862,29/06/2025,S492,C057,I034
E02863,Apr 20 2025,S403,C060,I039
E02864,10/02/2025,S374,C052,I027
E02864,10/02/2025,S183,C054,I002
E02865,May 31 2025,S084,C015,I026
E02866,2025-04-21,S292,C039,I015
E02867,Jan 19 2025,S462,C057,I027
E02868,21/01/2025,S161,C009,I032
E02869,Jun 20 2025,S194,C029,I021
E02870,Feb 10 2025,S022,C010,I034
E02871,24/04/2025,S011,C020,I038
E02871,Apr 24 2025,S167,C015,I040
E02872,27/06/2025,S423,C010,I012
E02873,2025-05-03,S186,C006,I004
E02874,Jan 03 2025,S337,C029,I036
E02875,2025-04-22,S263,C002,I007
E02876,03/04/2025,S170,C021,I010
E02877,2025-06-01,S346,C023,I021
E02878,2025-05-29,S153,C055,I017
E02879,2025-05-14,S305,C006,I029
E02880,2025-02-10,S325,C039,I028
E02881,23/05/2025,S272,C010,I007
E02882,09/06/2025,S019,C046,I015
E02883,30/04/2025,S279,C059,I039
E02884,11/02/2025,S217,C009,I005
E02885,2025-06-26,S314,C019,I034
E02886,Jun 25 2025,S306,C038,I016
E02887,23/03/2025,S355,C024,I020
E02888,12/06/2025,S274,C057,I025
E02889,2025-01-31,S362,C021,I015
E02890,Mar 22 2025,S496,C015,I031
E02891,02/04/2025,S287,C034,I038
E02892,Jun 06 2025,S300,C046,I015
E02893,13/01/2025,S413,C053,I003
E02894,Jun 06 2025,S267,C019,I019
E02895,May 30 2025,S209,C013,I027
E02896,Jan 31 2025,S104,C031,I039
E02897,08/06/2025,S358,C032,I024
E02898,Mar 07 2025,S056,C034,I014
E02899,09/06/2025,S138,C026,I015
E02900,Jan 08 2025,S011,C025,I036
E02901,Mar 27 2025,S216,C056,I002
E02902,May 04 2025,S405,C058,I004
E02903,Mar 18 2025,S316,C010,I023
E02904,2025-06-09,S122,C045,I008
E02905,2025-02-17,S447,C043,I034
E02906,2025-02-19,S383,C006,I013
E02907,Jan 24 2025,S330,C031,I029
E02908,2025-02-11,S241,C033,I028
E02909,Jan 11 2025,S414,C045,I013
E02910,2025-06-02,S135,C008,I014
E02911,Mar 25 2025,S362,C007,I039
E02912,26/04/2025,S426,C032,I003
E02913,2025-05-22,S011,C037,I035
E02914,2025-06-30,S096,C030,I005
E02915,Apr 22 2025,S194,C051,I028
E02916,17/04/2025,S153,C013,I037
E02917,2025-02-16,S325,C022,I020
E02918,May 12 2025,S257,C035,I018
E02919,06/01/2025,S008,C022,I021
E02920,28/04/2025,S224,C029,I011
E02921,26/04/2025,S430,C023,I026
E02922,Mar 18 2025,S363,C017,I016
E02923,May 27 2025,S320,C059,I030
E02924,2025-03-06,S462,C049,I028
E02925,2025-04-09,S441,C038,I038
E02926,Apr 05 2025,S427,C016,I018
E02927,Feb 05 2025,S235,C030,I035
E02928,13/02/2025,S004,C040,I034
E02929,30/04/2025,S177,C025,I038
E02930,21/01/2025,S321,C013,I038
E02931,2025-04-24,S391,C011,I008
E02932,Jan 07 2025,S181,C051,I017
E02933,May 08 2025,S489,C022,I006
E02934,2025-06-28,S357,C056,I021
E02935,18/02/2025,S043,C040,I013
E02936,2025-02-22,S383,C050,I004
E02937,24/04/2025,S333,C020,I031
E02938,2025-04-05,S347,C007,I011
E02939,2025-05-07,S188,C032,I039
E02940,Mar 09 2025,S238,C034,I039
E02941,2025-03-20,S284,C009,I012
E02942,22/05/2025,S121,C052,I032
E02943,2025-02-08,S084,C027,I038
E02944,26/02/2025,S299,C011,I030
E02945,16/05/2025,S043,C007,I001
E02946,May 08 2025,S220,C045,I021
E02947,Feb 19 2025,S350,C013,I014
E02948,2025-02-03,S128,C053,I034
E02949,29/06/2025,S055,C014,I036
E02949,29/06/2025,S220,C004,I023
E02950,2025-01-19,S214,C012,I002
E02951,Apr 20 2025,S451,C005,I010
E02952,06/01/2025,S070,C025,I030
E02953,Jun 18 2025,S241,C014,I020
E02954,May 25 2025,S279,C053,I031
E02955,Apr 21 2025,S270,C004,I034
E02956,18/03/2025,S451,C037,I021
E02957,Mar 28 2025,S101,C043,I035
E02958,2025-01-11,S082,C014,I020
E02959,2025-01-17,S099,C006,I016
E02960,2025-06-27,S032,C034,I022
E02961,May 28 2025,S425,C060,I013
E02962,16/06/2025,S306,C057,I035
E02962,2025-06-16,S386,C033,I038
E02963,2025-02-28,S133,C016,I006
E02964,Jan 24 2025,S246,C042,I023
E02965,16/06/2025,S428,C057,I014
E02966,Jan 21 2025,S292,C048,I024
E02967,17/03/2025,S056,C024,I016
E02968,Mar 27 2025,S180,C053,I007
E02969,17/05/2025,S457,C024,I009
E02970,2025-03-22,S460,C041,I008
E02971,2025-01-26,S256,C024,I032
E02971,26/01/2025,S070,C027,I012
E02972,2025-01-17,S039,C044,I029
E02973,19/05/2025,S462,C035,I013
E02974,2025-03-17,S048,C003,I028
E02975,Jan 26 2025,S495,C007,I004
E02976,2025-04-25,S175,C051,I026
E02977,Jan 05 2025,S479,C043,I002
E02978,04/06/2025,S060,C049,I008
E02979,18/04/2025,S464,C060,I010
E02980,01/06/2025,S270,C011,I023
E02981,2025-01-30,S040,C045,I002
E02982,Mar 18 2025,S352,C001,I022
E02983,Feb 12 2025,S315,C025,I022
E02984,11/03/2025,S094,C033,I015
E02985,Jun 13 2025,S454,C054,I003
E02986,2025-03-23,S470,C030,I003
E02987,Apr 03 2025,S156,C048,I035
E02988,May 11 2025,S399,C035,I007
E02989,2025-03-07,S050,C059,I006
E02990,2025-05-22,S023,C018,I019
E02991,03/02/2025,S458,C046,I021
E02992,23/06/2025,S221,C039,I017
E02993,28/01/2025,S229,C055,I031
E02994,Apr 10 2025,S065,C037,I033
E02995,Apr 17 2025,S165,C027,I016
E02996,Jun 26 2025,S255,C055,I022
E02997,24/05/2025,S101,C015,I008
E02998,29/05/2025,S391,C057,I006
E02999,Jun 24 2025,S227,C041,I030
E03000,11/03/2025,S478,C031,I027
