"activity_id","enrollment_id","jenis_aktivitas","nilai","durasi_menit","tanggal_rapih","student_id","course_id","instructor_id"
"A003967","E00093","ASSIGNMENT","70","197","2025-03-20 00:00:00","S111","C033","I019"
"A004811","E00095","DISCUSSION","53","144","2025-05-14 00:00:00","S102","C031","I008"
"A005967","E00095","VIDEO WATCH","43","164","2025-05-14 00:00:00","S102","C031","I008"
"A001106","E00096","ASSIGNMENT","90","225","2025-04-20 00:00:00","S405","C007","I005"
"A001642","E00096","DISCUSSION","93","15","2025-04-20 00:00:00","S405","C007","I005"
"A003416","E00096","VIDEO WATCH","81","190","2025-04-20 00:00:00","S405","C007","I005"
"A005322","E00096","DISCUSSION","93","95","2025-04-20 00:00:00","S405","C007","I005"
"A007314","E00096","EXAM","65","152","2025-04-20 00:00:00","S405","C007","I005"
"A005529","E00097","VIDEO WATCH","54","235","2025-03-25 00:00:00","S378","C019","I027"
"A006834","E00097","VIDEO WATCH","86","53","2025-03-25 00:00:00","S378","C019","I027"
"A003922","E00098","QUIZ","81","15","2025-03-13 00:00:00","S062","C029","I023"
"A008394","E00098","ASSIGNMENT","48","35","2025-03-13 00:00:00","S062","C029","I023"
"A000571","E00099","DISCUSSION","46","113","2025-02-03 00:00:00","S371","C059","I001"
"A004155","E00099","QUIZ","60","225","2025-02-03 00:00:00","S371","C059","I001"
"A006559","E00099","EXAM","87","54","2025-02-03 00:00:00","S371","C059","I001"
"A006910","E00099","QUIZ","80","34","2025-02-03 00:00:00","S371","C059","I001"
"A007045","E00099","ASSIGNMENT","94","181","2025-02-03 00:00:00","S371","C059","I001"
"A001954","E00100","QUIZ","82","60","2025-04-27 00:00:00","S034","C053","I020"
"A004212","E00101","QUIZ","90","70","2025-01-15 00:00:00","S478","C014","I022"
"A006116","E00101","QUIZ","82","185","2025-01-15 00:00:00","S478","C014","I022"
"A008627","E00101","QUIZ","44","30","2025-01-15 00:00:00","S478","C014","I022"
"A001922","E00102","QUIZ","45","109","2025-02-05 00:00:00","S134","C043","I012"
"A003812","E00102","VIDEO WATCH","96","33","2025-02-05 00:00:00","S134","C043","I012"
"A007025","E00102","QUIZ","67","45","2025-02-05 00:00:00","S134","C043","I012"
"A008500","E00102","DISCUSSION","48","69","2025-02-05 00:00:00","S134","C043","I012"
"A008951","E00102","QUIZ","89","15","2025-02-05 00:00:00","S134","C043","I012"
"A002193","E00103","VIDEO WATCH","43","136","2025-06-11 00:00:00","S002","C046","I030"
"A002463","E00103","QUIZ","64","70","2025-06-11 00:00:00","S002","C046","I030"
"A003887","E00103","EXAM","96","180","2025-06-11 00:00:00","S002","C046","I030"
"A005166","E00103","VIDEO WATCH","74","236","2025-06-11 00:00:00","S002","C046","I030"
"A005435","E00103","DISCUSSION","90","196","2025-06-11 00:00:00","S002","C046","I030"
"A002400","E00104","DISCUSSION","94","28","2025-01-14 00:00:00","S171","C020","I030"
"A002657","E00104","EXAM","47","163","2025-01-14 00:00:00","S171","C020","I030"
"A002784","E00104","VIDEO WATCH","57","184","2025-01-14 00:00:00","S171","C020","I030"
"A004026","E00104","QUIZ","41","139","2025-01-14 00:00:00","S171","C020","I030"
"A005016","E00104","QUIZ","91","141","2025-01-14 00:00:00","S171","C020","I030"
"A003558","E00105","EXAM","51","211","2025-04-17 00:00:00","S480","C030","I002"
"A007473","E00106","DISCUSSION","64","115","2025-01-29 00:00:00","S331","C039","I005"
"A002078","E00107","QUIZ","71","60","2025-03-22 00:00:00","S426","C006","I038"
"A007800","E00107","VIDEO WATCH","80","213","2025-03-22 00:00:00","S426","C006","I038"
"A002800","E00108","VIDEO WATCH","84","120","2025-02-15 00:00:00","S198","C031","I012"
"A005771","E00108","DISCUSSION","60","52","2025-02-15 00:00:00","S198","C031","I012"
"A003648","E00109","VIDEO WATCH","68","102","2025-01-28 00:00:00","S041","C016","I022"
"A003727","E00109","EXAM","76","27","2025-01-28 00:00:00","S041","C016","I022"
"A007156","E00109","EXAM","93","96","2025-01-28 00:00:00","S041","C016","I022"
"A008120","E00110","QUIZ","41","221","2025-04-29 00:00:00","S241","C053","I030"
"A008756","E00110","VIDEO WATCH","94","113","2025-04-29 00:00:00","S241","C053","I030"
"A001352","E00111","VIDEO WATCH","84","37","2025-04-04 00:00:00","S045","C028","I039"
"A003650","E00111","QUIZ","87","29","2025-04-04 00:00:00","S045","C028","I039"
"A000477","E00112","EXAM","99","152","2025-02-12 00:00:00","S096","C056","I024"
"A005163","E00112","DISCUSSION","51","215","2025-02-12 00:00:00","S096","C056","I024"
"A006515","E00112","QUIZ","47","96","2025-02-12 00:00:00","S096","C056","I024"
"A006694","E00112","QUIZ","44","125","2025-02-12 00:00:00","S096","C056","I024"
"A007377","E00112","QUIZ","78","192","2025-02-12 00:00:00","S096","C056","I024"
"A003879","E00113","DISCUSSION","71","142","2025-05-05 00:00:00","S382","C019","I001"
"A004169","E00113","DISCUSSION","100","207","2025-05-05 00:00:00","S382","C019","I001"
"A005484","E00114","VIDEO WATCH","88","110","2025-04-16 00:00:00","S363","C039","I029"
"A006753","E00114","QUIZ","71","81","2025-04-16 00:00:00","S363","C039","I029"
"A000205","E00115","ASSIGNMENT","61","236","2025-05-20 00:00:00","S206","C019","I035"
"A000636","E00115","QUIZ","95","38","2025-05-20 00:00:00","S206","C019","I035"
"A003924","E00115","DISCUSSION","58","14","2025-05-20 00:00:00","S206","C019","I035"
"A007729","E00115","QUIZ","48","130","2025-05-20 00:00:00","S206","C019","I035"
"A004984","E00116","EXAM","70","160","2025-05-11 00:00:00","S035","C025","I013"
"A006222","E00116","QUIZ","54","94","2025-05-11 00:00:00","S035","C025","I013"
"A006539","E00116","DISCUSSION","92","72","2025-05-11 00:00:00","S035","C025","I013"
"A007757","E00117","VIDEO WATCH","96","103","2025-05-17 00:00:00","S247","C047","I014"
"A008718","E00118","EXAM","40","169","2025-06-18 00:00:00","S383","C013","I011"
"A001080","E00120","EXAM","54","49","2025-05-26 00:00:00","S335","C032","I009"
"A002081","E00120","DISCUSSION","59","100","2025-05-26 00:00:00","S335","C032","I009"
"A008203","E00120","QUIZ","42","220","2025-05-26 00:00:00","S335","C032","I009"
"A005186","E00121","VIDEO WATCH","100","21","2025-03-05 00:00:00","S466","C013","I007"
"A007087","E00121","QUIZ","65","178","2025-03-05 00:00:00","S466","C013","I007"
"A001467","E00122","DISCUSSION","65","98","2025-02-23 00:00:00","S108","C021","I032"
"A001512","E00122","ASSIGNMENT","51","224","2025-02-23 00:00:00","S108","C021","I032"
"A006770","E00122","QUIZ","46","61","2025-02-23 00:00:00","S108","C021","I032"
"A005361","E00123","DISCUSSION","80","68","2025-02-15 00:00:00","S104","C032","I009"
"A005624","E00123","EXAM","60","200","2025-02-15 00:00:00","S104","C032","I009"
"A008662","E00124","VIDEO WATCH","100","17","2025-03-11 00:00:00","S236","C032","I038"
"A002533","E00125","DISCUSSION","99","33","2025-05-20 00:00:00","S427","C043","I031"
"A003784","E00125","VIDEO WATCH","81","225","2025-05-20 00:00:00","S427","C043","I031"
"A004580","E00125","VIDEO WATCH","71","96","2025-05-20 00:00:00","S427","C043","I031"
"A005053","E00125","EXAM","68","167","2025-05-20 00:00:00","S427","C043","I031"
"A005167","E00125","QUIZ","97","114","2025-05-20 00:00:00","S427","C043","I031"
"A006822","E00125","QUIZ","93","31","2025-05-20 00:00:00","S427","C043","I031"
"A004673","E00126","QUIZ","75","15","2025-01-06 00:00:00","S128","C028","I005"
"A004043","E00127","QUIZ","52","34","2025-05-03 00:00:00","S186","C041","I028"
"A006150","E00127","QUIZ","59","197","2025-05-03 00:00:00","S186","C041","I028"
"A008674","E00127","QUIZ","84","158","2025-05-03 00:00:00","S186","C041","I028"
"A001568","E00128","VIDEO WATCH","58","84","2025-02-06 00:00:00","S166","C015","I022"
"A005222","E00128","QUIZ","81","162","2025-02-06 00:00:00","S166","C015","I022"
"A001861","E00129","DISCUSSION","42","58","2025-02-28 00:00:00","S366","C019","I035"
"A008402","E00129","DISCUSSION","48","143","2025-02-28 00:00:00","S366","C019","I035"
"A001131","E00130","VIDEO WATCH","52","180","2025-03-14 00:00:00","S355","C052","I008"
"A002904","E00130","QUIZ","70","87","2025-03-14 00:00:00","S355","C052","I008"
"A004160","E00130","VIDEO WATCH","45","219","2025-03-14 00:00:00","S355","C052","I008"
"A007597","E00130","EXAM","79","27","2025-03-14 00:00:00","S355","C052","I008"
"A002134","E00131","QUIZ","98","61","2025-04-28 00:00:00","S227","C039","I031"
"A006767","E00131","EXAM","79","92","2025-04-28 00:00:00","S227","C039","I031"
"A006843","E00131","QUIZ","81","239","2025-04-28 00:00:00","S227","C039","I031"
"A007746","E00131","QUIZ","60","136","2025-04-28 00:00:00","S227","C039","I031"
"A001278","E00132","ASSIGNMENT","56","78","2025-04-30 00:00:00","S330","C007","I005"
"A003116","E00132","VIDEO WATCH","95","27","2025-04-30 00:00:00","S330","C007","I005"
"A003775","E00132","DISCUSSION","41","73","2025-04-30 00:00:00","S330","C007","I005"
"A005565","E00132","VIDEO WATCH","70","239","2025-04-30 00:00:00","S330","C007","I005"
"A007455","E00132","EXAM","45","82","2025-04-30 00:00:00","S330","C007","I005"
"A004232","E00133","QUIZ","71","209","2025-05-30 00:00:00","S372","C023","I026"
"A000553","E00134","ASSIGNMENT","89","150","2025-04-03 00:00:00","S095","C031","I040"
"A003929","E00134","QUIZ","98","47","2025-04-03 00:00:00","S095","C031","I040"
"A006926","E00134","EXAM","90","170","2025-04-03 00:00:00","S095","C031","I040"
"A000513","E00135","ASSIGNMENT","42","26","2025-02-07 00:00:00","S216","C003","I005"
"A002305","E00135","ASSIGNMENT","74","117","2025-02-07 00:00:00","S216","C003","I005"
"A003101","E00135","QUIZ","83","167","2025-02-07 00:00:00","S216","C003","I005"
"A003377","E00135","QUIZ","53","200","2025-02-07 00:00:00","S216","C003","I005"
"A007326","E00135","QUIZ","54","169","2025-02-07 00:00:00","S216","C003","I005"
"A002101","E00136","EXAM","63","211","2025-01-06 00:00:00","S138","C045","I010"
"A002365","E00136","ASSIGNMENT","72","18","2025-01-06 00:00:00","S138","C045","I010"
"A008823","E00136","EXAM","54","67","2025-01-06 00:00:00","S138","C045","I010"
"A001647","E00137","QUIZ","48","138","2025-06-21 00:00:00","S046","C043","I002"
"A005686","E00137","VIDEO WATCH","81","53","2025-06-21 00:00:00","S046","C043","I002"
"A008279","E00137","QUIZ","89","158","2025-06-21 00:00:00","S046","C043","I002"
"A008974","E00138","VIDEO WATCH","75","161","2025-03-22 00:00:00","S187","C032","I009"
"A004394","E00139","QUIZ","86","41","2025-04-19 00:00:00","S110","C042","I027"
"A007185","E00139","QUIZ","60","155","2025-04-19 00:00:00","S110","C042","I027"
"A003211","E00140","QUIZ","58","60","2025-03-16 00:00:00","S029","C046","I020"
"A007509","E00140","QUIZ","73","94","2025-03-16 00:00:00","S029","C046","I020"
"A008510","E00140","EXAM","66","154","2025-03-16 00:00:00","S029","C046","I020"
"A002377","E00141","VIDEO WATCH","97","218","2025-04-26 00:00:00","S412","C036","I006"
"A005858","E00141","QUIZ","50","205","2025-04-26 00:00:00","S412","C036","I006"
"A006290","E00141","VIDEO WATCH","68","105","2025-04-26 00:00:00","S412","C036","I006"
"A000174","E00142","VIDEO WATCH","51","171","2025-01-18 00:00:00","S318","C022","I020"
"A000174","E00142","VIDEO WATCH","51","171","2025-01-18 00:00:00","S102","C020","I008"
"A000598","E00142","VIDEO WATCH","91","114","2025-01-18 00:00:00","S318","C022","I020"
"A000598","E00142","VIDEO WATCH","91","114","2025-01-18 00:00:00","S102","C020","I008"
"A002419","E00142","DISCUSSION","73","53","2025-01-18 00:00:00","S318","C022","I020"
"A002419","E00142","DISCUSSION","73","53","2025-01-18 00:00:00","S102","C020","I008"
"A003955","E00142","QUIZ","74","148","2025-01-18 00:00:00","S318","C022","I020"
"A003955","E00142","QUIZ","74","148","2025-01-18 00:00:00","S102","C020","I008"
"A004114","E00142","QUIZ","51","167","2025-01-18 00:00:00","S318","C022","I020"
"A004114","E00142","QUIZ","51","167","2025-01-18 00:00:00","S102","C020","I008"
"A005981","E00142","VIDEO WATCH","45","112","2025-01-18 00:00:00","S318","C022","I020"
"A005981","E00142","VIDEO WATCH","45","112","2025-01-18 00:00:00","S102","C020","I008"
"A006124","E00142","VIDEO WATCH","94","189","2025-01-18 00:00:00","S318","C022","I020"
"A006124","E00142","VIDEO WATCH","94","189","2025-01-18 00:00:00","S102","C020","I008"
"A007249","E00142","ASSIGNMENT","65","102","2025-01-18 00:00:00","S318","C022","I020"
"A007249","E00142","ASSIGNMENT","65","102","2025-01-18 00:00:00","S102","C020","I008"
"A000031","E00143","DISCUSSION","88","37","2025-06-30 00:00:00","S158","C048","I021"
"A000185","E00143","QUIZ","100","221","2025-06-30 00:00:00","S158","C048","I021"
"A002142","E00143","QUIZ","82","14","2025-06-30 00:00:00","S158","C048","I021"
"A002474","E00144","EXAM","64","140","2025-03-26 00:00:00","S298","C043","I040"
"A004201","E00144","ASSIGNMENT","71","68","2025-03-26 00:00:00","S298","C043","I040"
"A004154","E00145","ASSIGNMENT","55","219","2025-01-07 00:00:00","S123","C008","I019"
"A004378","E00145","DISCUSSION","77","136","2025-01-07 00:00:00","S123","C008","I019"
"A002192","E00146","ASSIGNMENT","73","199","2025-03-08 00:00:00","S206","C035","I034"
"A005842","E00146","EXAM","90","212","2025-03-08 00:00:00","S206","C035","I034"
"A005988","E00146","QUIZ","71","156","2025-03-08 00:00:00","S206","C035","I034"
"A000069","E00147","EXAM","42","198","2025-03-22 00:00:00","S305","C009","I015"
"A001063","E00147","DISCUSSION","65","11","2025-03-22 00:00:00","S305","C009","I015"
"A003221","E00147","VIDEO WATCH","70","230","2025-03-22 00:00:00","S305","C009","I015"
"A004695","E00147","DISCUSSION","40","221","2025-03-22 00:00:00","S305","C009","I015"
"A005732","E00147","DISCUSSION","70","54","2025-03-22 00:00:00","S305","C009","I015"
"A000173","E00148","EXAM","69","181","2025-05-25 00:00:00","S098","C029","I009"
"A003258","E00148","EXAM","40","13","2025-05-25 00:00:00","S098","C029","I009"
"A004540","E00148","DISCUSSION","70","78","2025-05-25 00:00:00","S098","C029","I009"
"A006167","E00148","EXAM","65","70","2025-05-25 00:00:00","S098","C029","I009"
"A001261","E00149","ASSIGNMENT","69","65","2025-01-22 00:00:00","S478","C008","I006"
"A001045","E00150","ASSIGNMENT","80","101","2025-02-15 00:00:00","S281","C038","I013"
"A000246","E00151","VIDEO WATCH","83","143","2025-02-08 00:00:00","S029","C018","I014"
"A001855","E00151","VIDEO WATCH","79","239","2025-02-08 00:00:00","S029","C018","I014"
"A002519","E00151","VIDEO WATCH","87","43","2025-02-08 00:00:00","S029","C018","I014"
"A006525","E00151","QUIZ","75","68","2025-02-08 00:00:00","S029","C018","I014"
"A002471","E00152","ASSIGNMENT","87","81","2025-04-23 00:00:00","S340","C019","I024"
"A008161","E00152","EXAM","95","156","2025-04-23 00:00:00","S340","C019","I024"
"A001461","E00153","QUIZ","71","123","2025-05-04 00:00:00","S430","C041","I020"
"A001625","E00153","QUIZ","56","198","2025-05-04 00:00:00","S430","C041","I020"
"A003076","E00153","QUIZ","45","106","2025-05-04 00:00:00","S430","C041","I020"
"A004285","E00153","QUIZ","59","97","2025-05-04 00:00:00","S430","C041","I020"
"A008600","E00153","QUIZ","78","166","2025-05-04 00:00:00","S430","C041","I020"
"A000669","E00154","VIDEO WATCH","57","136","2025-06-24 00:00:00","S166","C018","I025"
"A001687","E00154","QUIZ","60","42","2025-06-24 00:00:00","S166","C018","I025"
"A005953","E00154","EXAM","51","110","2025-06-24 00:00:00","S166","C018","I025"
"A008918","E00154","QUIZ","44","231","2025-06-24 00:00:00","S166","C018","I025"
"A000032","E00155","EXAM","57","117","2025-05-24 00:00:00","S331","C024","I002"
"A000333","E00156","VIDEO WATCH","75","115","2025-01-26 00:00:00","S484","C039","I008"
"A001310","E00156","QUIZ","98","51","2025-01-26 00:00:00","S484","C039","I008"
"A002929","E00156","EXAM","63","106","2025-01-26 00:00:00","S484","C039","I008"
"A008504","E00156","EXAM","91","151","2025-01-26 00:00:00","S484","C039","I008"
"A003273","E00157","ASSIGNMENT","67","211","2025-02-10 00:00:00","S360","C049","I032"
"A008422","E00157","VIDEO WATCH","76","5","2025-02-10 00:00:00","S360","C049","I032"
"A002703","E00158","EXAM","100","69","2025-01-04 00:00:00","S079","C016","I026"
"A000360","E00159","ASSIGNMENT","70","177","2025-06-03 00:00:00","S378","C057","I013"
"A000460","E00159","DISCUSSION","94","212","2025-06-03 00:00:00","S378","C057","I013"
"A001167","E00159","VIDEO WATCH","70","163","2025-06-03 00:00:00","S378","C057","I013"
"A002220","E00159","DISCUSSION","68","164","2025-06-03 00:00:00","S378","C057","I013"
"A003820","E00159","QUIZ","70","122","2025-06-03 00:00:00","S378","C057","I013"
"A005178","E00159","VIDEO WATCH","51","111","2025-06-03 00:00:00","S378","C057","I013"
"A007059","E00159","VIDEO WATCH","68","46","2025-06-03 00:00:00","S378","C057","I013"
"A005085","E00160","DISCUSSION","55","66","2025-03-21 00:00:00","S061","C039","I035"
"A006184","E00160","QUIZ","92","131","2025-03-21 00:00:00","S061","C039","I035"
"A005652","E00161","VIDEO WATCH","48","113","2025-03-07 00:00:00","S221","C011","I012"
"A005934","E00161","VIDEO WATCH","42","220","2025-03-07 00:00:00","S221","C011","I012"
"A007427","E00161","VIDEO WATCH","47","230","2025-03-07 00:00:00","S221","C011","I012"
"A002885","E00162","DISCUSSION","91","135","2025-02-25 00:00:00","S488","C037","I013"
"A007069","E00162","VIDEO WATCH","56","52","2025-02-25 00:00:00","S488","C037","I013"
"A007976","E00162","ASSIGNMENT","100","185","2025-02-25 00:00:00","S488","C037","I013"
"A001355","E00163","QUIZ","84","219","2025-03-19 00:00:00","S050","C044","I011"
"A002048","E00163","DISCUSSION","62","209","2025-03-19 00:00:00","S050","C044","I011"
"A003622","E00163","ASSIGNMENT","63","195","2025-03-19 00:00:00","S050","C044","I011"
"A006797","E00163","EXAM","67","147","2025-03-19 00:00:00","S050","C044","I011"
"A007828","E00163","ASSIGNMENT","96","71","2025-03-19 00:00:00","S050","C044","I011"
"A000309","E00164","ASSIGNMENT","44","117","2025-01-24 00:00:00","S088","C020","I022"
"A004251","E00164","QUIZ","65","187","2025-01-24 00:00:00","S088","C020","I022"
"A007197","E00164","DISCUSSION","75","101","2025-01-24 00:00:00","S088","C020","I022"
"A007487","E00165","EXAM","70","155","2025-06-08 00:00:00","S430","C008","I028"
"A008272","E00165","QUIZ","89","151","2025-06-08 00:00:00","S430","C008","I028"
"A002051","E00166","VIDEO WATCH","70","152","2025-04-14 00:00:00","S217","C042","I039"
"A003458","E00166","VIDEO WATCH","66","119","2025-04-14 00:00:00","S217","C042","I039"
